game_id,game_title,system_requirements,game_rating,game_votes,fps_system_bench,game_short_desc
4634,Blitz: The League,-,0.0,0,0,"Blitz: The League is an American football game by Midway as an unlicensed extension of their NFL Blitz series. Released after the NFL signed an exclusive licensing deal with Electronic Arts, it was released in October 2005 for the PlayStation 2 and Xbox. This game is the first in the NFL Blitz series to have a mature rating. Lawrence Taylor, who provides voice acting for the game, serves as its official spokesman. In 2006, a second version of the game was released on the Xbox 360 in October. In December 2006, a portable version was released on the PlayStation Portable (under the title Blitz: Overtime). These versions included the voice work and likeness of former pro linebacker Bill Romanowski. The game was also set to come to the Wii in 2008. It was originally intended to be a Wii launch title, but has since been delayed."
4635,Stubbs the Zombie in Rebel Without a Pulse,"
OS: Win 2000 
Processor: Intel Pentium 4 1.3GHz / AMD Athlon XP 1500+ 

Graphics: AMD Radeon 9500 or NVIDIA GeForce FX 5200 

System Memory: 256 MB RAM


Storage: 4 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Stubbs the Zombie in Rebel Without a Pulse is a third-person action video game developed by Wideload Games and published by Aspyr Media, and built with the Halo engine. It was released on October 18, 2005 for the Xbox video game console, and was released for Microsoft Windows and Mac OS X in November that same year. The game was released on February 10, 2006 in Europe. Later, the game was made available on Steam on May 17, 2007.Although it has since been removed from the service. This title became available on Microsoft's Xbox Live Marketplace as an Xbox Originals on May 19, 2008."
4636,Pitfall: The Lost Expedition,-,0.0,0,0,"Pitfall Harry, the fearless treasure hunting treasure hunter from the Pitfall series returns to help a beautiful archaeologist rescue her father and thwart the evil St. Claire from claiming the lost Incan city of El Dorado, which in the game, is built upon Machu Picchu in Peru. As Harry, players encounter various animal enemies scorpions, bats, piranhas, alligators and even penguins as well as human adversaries under the leadership of the sinister St. Claire throughout your expedition in the mighty South American jungle. Numerous abilities are at the player's disposal as Harry recovers pages of the Heroic Handbook. With his various items, Harry is equipped for almost anything. Harry will also find lost explorers and be rewarded with golden idols for his trouble, which he can then use as currency with the Shaman."
4637,Syder Arcade,"
OS: Win Xp 32 
Processor: Intel Pentium D 830 3.0GHz / AMD Athlon 64 FX-57 

Graphics: AMD Radeon HD 2400 Series or NVIDIA GeForce 310 512MB 

System Memory: 2 GB RAM


Storage: 1 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,0,"Syder Arcade is a side scroller shoot ‘em up set in a future not far away: the player is called to choose his spaceship and defend the human colony of Miza from an alien threat. Stunning 3D graphics and an electronic soundtrack carry the gamer into six different story levels, through the adventure for saving his planet. The quest can be played in four difficulty levels, trying all the different vintage mods inspired by the arcade gaming era."
4638,Big Mutha Truckers,-,0.0,0,0,"Big Mutha Truckers is primarily a racing game, in the same vein as 18 Wheeler: American Pro Trucker. Players spend the majority of their time on the road, navigating the highways between the game's six cities: Salt Sea City, Capital City, Greenback, Skeeter's Creek, Smokestack Heights, and Big Mutha Truckin' Incorporated. The player will earn most of his or her money through trade, shipping goods from cell phones to beer, with additional opportunities from mini-games and challenge races.Every city features three locations: a garage, a bar, and a store. The garage allowed players to repair damage, refuel, switch trailers to carry different kinds of cargo, buy upgrades to improve their rig, or design custom logos for their truck. In the bar the player can find tips on where to buy and sell certain cargo, and a loan shark. The store allows the player to buy and sell goods, with prices varying by town."
4639,Big Mutha Truckers 2,-,0.0,0,0,"Big Mutha Truckers 2 (released in the United Kingdom as Big Mutha Truckers 2: Truck Me Harder) is the sequel to the video game Big Mutha Truckers. Unlike its predecessor, the game was cancelled for the Nintendo GameCube.OutlineBig Mutha Truckers 2 begins with Ma Jackson, the proprietor of Big Mutha Truckers Haulage, being taken into police custody for tax evasion. The only way she can win her case is by hiring Cousin Jacob, the most ""fancy-talkin' legal fella"" this side of Booger's Canyon. It's up to you to raise the cash needed to bribe jurors to let Ma off by trucking, trading, wheeling and dealing.The go-anywhere, any-time philosophy that was utilized in the original Big Mutha Truckers is expanded for Big Mutha Truckers 2 with additional routes, hidden shortcuts, and the ability to drive numerous vehicles. In addition, the trading process has been extremely streamlined, with more focus on the on-road action."
4640,Sims 3: Lucky Palms,"
OS: Win Xp 32 
Processor: Intel Pentium 4 2.0GHz / AMD Athlon XP 2000+ 

Graphics: AMD Radeon Xpress 1200 Series or NVIDIA GeForce 6200 

System Memory: 1 GB RAM


Storage: 1 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","With ample parks, recreation, opportunities, and a thriving culinary scene Lucky Palms is an island of green amid shifting sands. This desert enclave offers manicured gardens, modern estates, and cozy abodes nestled on the banks of a pristine lake. At the heart of town a mysterious well is said to grant wishes to those who are pure of heart….what will you wish for?"
4641,Bookworm Deluxe!,-,9.17,6,0,"Link letter tiles left, right, up and down to build words and keep Lex sated and smiling. The bigger the word, the better the bonus. Relax or tune up your brain in two modes, but watch out for burning letters… they could spell disaster!"
4642,Trivia Machine,-,0.0,0,0,Climb the trivia ladder by answering fun questions! Climb to the top of the ladder by answering fun questions from the trivia machine! The game features thousands of trivia questions across 9 fun categories.
4643,Word Whomp Underground,-,0.0,0,0,Help the wacky gophers collect acorns a spare parts for their underground drillng machines by spelling as many words as you can before time runs out!
4644,Save The World Collection,-,0.0,0,0,"'Save the World: a flash 2D game, but includes many levels, creatures, mysteries, etc. Save the World 2: final chapter of Save the World series, includes new levels, new creatures, new weapons, new difficulties, includes help dog in the game, and more. Save the World Collection: is includes Save the World and Save the World 2."
4645,Ridge Racer Unbounded: Ridge Racer Type 4 Machine and El Mariachi Pack,-,0.0,0,0,Ridge Racer Unbounded: Ridge Racer Type 4 Machine and El Mariachi Pack is a DLC for Ridge Racer Unbounded that includes two new vehicles: Ridge Racer Type 4 Machine and El Mariachi.
4646,Ridge Racer Unbounded: Ridge Racer Type 1 Machine and the Hearse Pack,-,0.0,0,0,Ridge Racer Unbounded: Ridge Racer Type 1 Machine and the Hearse Pack is a DLC for Ridge Racer Unbounded that includes two new vehicles: Ridge Racer Type 1 Machine and the Hearse.
4647,Napoleon: Total War - Heroes of the Napoleonic Wars,-,9.0,1,0,"The ""Heroes of the Napoleonic Wars"" pack gathers the most superb infantry and cavalrymen who fought during the great Napoleonic battles: 10 exclusive units, which will all make a difference during key engagements, whether using formidable weapons or exceptional tactical skills.These exclusive elite units become available on the campaign map once you have made a specific technological advancement or own the relevant territory. The ""Heroes of the Napoleonic Wars"" pack consists of the following premium content. This content is for use with Napoleon: Total War. Once the game is installed and verified by Steam, players can enter their code included in the game packaging and unlock these elite units which will then appear in the single and multiplayer games."
4648,Fate: The Traitor Soul,-,10.0,1,0,"When the Traveler speaks of a test within the Temple of Fate, presented to only the most dedicated of champions, you stand confident that the spoils beyond the portal will be yours. The challenge of FATE - The Traitor Soul is your destiny...will you accept it? Seek fortune and glory within the Chamber of Trials by battling the evil that lurks within. Fight your way through innumerable dungeons, caverns, and tunnels, with one of five loyal pets by your side. Play as yourself, or in the guise of a new hero: an Orc, Cogger, or Elven warrior. Choose from 50 new pieces of armor and 13 new spells. Evil trembles before you, and the ultimate challenge awaits you in FATE - The Traitor Soul!"
4649,Fate: Undiscovered Realms,-,10.0,1,0,"Your valor has won freedom for the people of Grove, and the manxome scourge has retreated into the shadows. In the midst of celebration, a stranger appears, warning of new evil that will ensnare your peaceful town. He speaks of ancient secrets locked within a temple, and of gateways to mysterious, yet Undiscovered Realms. Typhon, an outpost built around cold, snowy dungeons, and Druantia, a land of lush forests and endless beauty. Of the temple's secrets, he divulges only the greatest: hidden within is an ancient tome - the Book of Fate, which maintains the balance between all realms. The townsfolk look to you, their new champion, to take up this perilous quest and guide the stranger through the dungeon in search of the ancient temple. You will encounter new dungeons, pet transformations, weapons, monsters, and five completely new quests to test your mettle. New features include Hardcore mode (cheats disabled, more difficult monsters) and a level cap of 199 - import characters from the"
4650,Path To Success,-,0.0,0,0,"Set out in search of your place in the sun in Path to Success, a casual life sim with a world of opportunities. The sky is the limit as you create and customize your character, and then hit the streets of a big city with nothing but a few dollars and a dream. Go to college, get a great job, decorate your penthouse suite, eat at the best restaurants, and compete in challenges against virtual friends as you live your fantasy one day at a time. Just remember to rest so you can face tomorrow. It's your life! What are you going to do with it?"
4651,Gardenscapes,-,0.0,0,0,"Create the perfect garden! Comb the rooms of a gorgeous mansion for hidden items and restore a once stunning garden to its former glory. Choose from tons of garden accessories to customize the garden to your taste. Become part of the city’s community and compete in the “Best Garden” contest. No worries if you are a garden design novice - an amusing and witty butler, Austin, will always be of assistance. Become an outdoor decor pro in this cutting hedge Playrix game!"
4652,Life Quest 2,-,0.0,0,0,"Want to accomplish your life goals? Find out if you’re up to the challenge in Life Quest! Discover your fulfilling career, dream home, and happy family in this fun and quirky Simulation game! But look out, your high school rivals are lining up to beat you to the punch! Can you be the talk of your high school reunion before all your rivals? Use your time and resources wisely and you may just succeed!"
4653,Life Quest,-,0.0,0,0,"Want to accomplish your life goals? Find out if you’re up to the challenge in Life Quest! Discover your fulfilling career, dream home, and happy family in this fun and quirky Simulation game! But look out, your high school rivals are lining up to beat you to the punch! Can you be the talk of your high school reunion before all your rivals? Use your time and resources wisely and you may just succeed!"
4654,Fishdom H2O: Hidden Odyssey,-,0.0,0,0,"Help Jennifer, a young marine biologist, win the Best Aquarium Award. Dive to the bottom of the sea and find various hidden items in numerous eye-teasing locations. Get cash for them to buy cute sea creatures and beautiful ornaments to create three unique aquariums. Choose from tons of accessories and supplies to make the life of your exotic swimming pets fun and comfortable. Become a genuine aquarist, polish your design skills and win trophies in this dazzling hidden object spin-off of the original Fishdom™ - a game by Playrix where dream aquariums come true!"
4655,Fishdom,-,0.0,0,0,"Build up and develop your Fishdom! Progress through challenging boards and solve immersive puzzles to earn cash. Use the money to buy eye-candy fish and attractive ornaments for your dream aquarium. Get accessories and supplies to create the perfect conditions for your finny pals and ensure their comfort. Win awards and upgrade your virtual tank as you perfect your aquarium design skills and have fun with the lovely fishy sims. Being a unique fusion of classic gameplay with brilliant new ideas, this game by Playrix with unlimited replayability will bring you lots of joyful moments!"
4656,Around the World in 80 Days,-,10.0,1,0,"You only have 80 days to circumnavigate the globe. Think that sounds easy? Travel back in time to the late 19th century and get ready for spectacular adventures on land, sea and air together with the English daredevil Phileas Fogg and his loyal French servant Passepourtout. Use the unique chance to visit four continents and complete the inconceivable journey to win the fantastic 20,000 pounds wager with this outstanding puzzler inspired by the classic adventure novel of the same name written by Jules Verne."
4657,Knights and Merchants: The Peasants Rebellion,-,9.0,1,0,"Knights and Merchants: The Peasants Rebellion (abbreviated to TPR) is a historical Real-time strategy game, developed by Joymania Entertainment (since changed to Joymania Development) and published by TopWare Interactive. The scenery is inspired by the Anglo-Saxon period, circa 1000 AD. The gamer plays the role of the palace guard captain whose goal is to win back all of the lost provinces that once belonged to the king. The game was released in 2001, but only in a few countries. Later in 2002 it was released in additional countries and in 2005 it was finally released in the US. The game has not yet been released in the UK. A digital version is available on GOG.com."
4658,Knights and Merchants: The Shattered Kingdom,-,9.5,2,0,"Knights and Merchants recreates the era of the Middle Ages. Apart from the purely fictitious geography of our world, all game elements and scenes are based on the European, but more particularly, the Anglo-Saxon period, around 1200 A.D. We have not used imaginary elements like, for example, fabled creatures. The player takes on the role of a ordinary captain in the Palace Guard. A conspiracy against the king catapults the captain into a situation where he finds himself responsible for the defense of the last royal province. This is all that remains of the shattered kingdom, which has been split into numerous small principalities and earldoms. And now even the king himself, ensconced in his capital, is threatened by enemy armies. This is the starting point of your Middle Ages adventure. Now you, the player, must win back all those provinces which once belonged to your king."
4659,Lost Saga,"
OS: Win 2000 
Processor: Intel Pentium III / AMD Athlon MP 

Graphics: AMD Radeon 7000 64mb or NVIDIA GeForce 2 MX 400 64MB 

System Memory: 256 MB RAM


Storage: 50 MB Hard drive space

DirectX 9 Compatible Graphics Card
",7.57,7,"200+ 
FPS","Lost Saga is a casual free-to-play 3D fighting game. Developed by I.O. Entertainment in Korea, Lost Saga officially launched its North American service on November 17th, 2009 by OGPlanet and it's Indonesian service by Gemscool"
4660,Nuclear Union,"
OS: Win Xp 32 
Processor: Intel Celeron E1500 Dual-Core 2.2GHz / AMD Athlon 64 X2 Dual Core 4800+ 

Graphics: AMD Radeon HD 6530D or NVIDIA GeForce GT 330 

System Memory: 2 GB RAM


Storage: 6 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,0,"The USSR vs. USA faceoff known as the Cuban Missile Crisis was resolved by force in 1962 as the entire planet became involved in a nuclear war. With half of the Earth’s population dead, almost the entire planet surface became unfit for living due to radioactive contamination. However the Soviet Union was ready for such an outcome. The military machine had mobilized and was operating at full throttle sometime prior to the world catastrophe. The country underwent a full evacuation of the citizens, industrial facilities and companies of the utmost importance to a pre-built network of specially equipped bunkers.50 years later. 2012… The fragments of the socialist empire that were hastily brought underground have gradually become a real state with its own capital, a city called Pobedograd. The key goals of the Nuclear Union used to be, and still are, the survival of the population and the restoration of an industrial base against the background of the aggressive environment....."
4661,Broken Age,"
OS: Win Xp 32 
Processor: Intel Pentium Dual Core E2160 1.80GHz / AMD Athlon 64 X2 Dual Core 4000+ 

Graphics: AMD Radeon HD 4870 or NVIDIA GeForce GTX 260 
VRAM: 512MB

System Memory: 2 GB RAM


Storage: 1.5 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Broken Age is an upcoming point-and-click adventure game and is Tim Schafer's first in the genre since 1998's Grim Fandango. The game is to be produced and distributed by Schafer's Double Fine Productions for Microsoft Windows, Mac OS X, Linux, iOS, and Android platforms.It is notable for being the largest crowd funded game to date as well as one of the largest crowd funded projects of any type, having raised $3.45 million from more than 87,000 backers through Kickstarter; the success of the Kickstarter drive spurred a number of other video game Kickstarter projects to revitalize series and introduce new games that would otherwise be difficult to get funding for. The game's development will be chronicled by an episodic series of documentaries produced by 2 Player Productions."
4662,Rapelay,-,8.91,11,0,"RapeLay (レイプレイ Reipurei?) is a 3D eroge video game made by Illusion, released on April 21, 2006 in Japan. Compared to Illusion's previous games, the main story is shorter, it features an improved 3D engine, and is mainly played through mouse control. The game centers on a male character who stalks and rapes a mother and her two daughters. Three years after its initial release, the game garnered international attention and controversy for its content."
4663,Carmageddon: Reincarnation,"
OS: Win 7 64-bit 
Processor: Intel i3-2100 3.1GHz; AMD FX-6300 
Memory: 4 GB RAM 
Graphics: 1Gb DirectX 11 (AMD HD 6000 series GPU or equivalent) 
DirectX: Version 11 
Hard Drive: 20 GB available space 
Sound Card: DirectX compatible 
Additional Notes: Spec will be revised continually during Early Access ",0.0,0,"200+ 
FPS","*This game is currently in early alpha. System Requirements are for the early alpha version of the game, and will be revised as they change*
Now, almost 15 years after that first warning announcement, we are pleased to be able to give advanced notification to all those of a nervous disposition that the Carmageddon racers are back. And just for the record â€“ the break hasnâ€™t done anything to improve their road manners.Today, the team who developed that first game have finally been reunited with their creation. Carmageddon has come home.Stainless Games is in the early stages of designing the next instalment of the Carmageddon series; Carmageddon: Reincarnation. As the game develops, youâ€™ll be able to follow progress in the Blog. Today, you can read some of Batwickâ€™s ramblingsâ€¦ he doesnâ€™t make much sense, but itâ€™s better than a blank page. Coming soon, nobby will be posting his own blog entry about the awesome concept artwork that's setting the tone for the new game."
4664,Incoming,-,0.0,0,0,"Incoming is a 3D shooter developed by Rage Software and published by Interplay. The game was first released for the PC in late 1998, and was followed by a Sega Dreamcast version, which was released in Japan on December 17, 1998, in Europe on October 14, 1999, and in North America on November 30, 1999. Set in the near-future of 2009, the game primarily revolves around controlling vehicles and turrets to fight alien invaders of Earth in one of the Campaign modes, the Arcade mode, and with or against another player. Some levels include brief real-time strategy segments."
4665,Rogue,-,0.0,0,0,"Rogue is a dungeon crawling video game first developed by Michael Toy and Glenn Wichman around 1980. It was a favorite on college Unix systems in the early to mid-1980s, in part due to the procedural generation of game content. Rogue popularized dungeon crawling as a video game trope, leading others to develop a class of derivatives known collectively as ""roguelikes"". For example, it directly inspired Hack, which in turn led to NetHack. Roguelikes have since influenced commercial games outside the genre, such as Diablo."
4666,The Italian Job,-,0.0,0,0,"The Italian Job is a video game based on the original 1969 The Italian Job film.The game features a story mode based on the movie and a multiplayer mode where the player drives through several different circuits in London and Turin. The game features representations of London and Turin that the player can drive around freely within a sandbox mode, in a range of cars including the famous Mini."
4667,Democracy,-,0.0,0,0,"Democracy is a government simulation game that was first developed by Positech Games in 2005, with a sequel released in December 2007. The player plays as if they are the president or prime minister of a democratic government. The player must introduce and alter policies in seven areas - tax, economy, welfare, foreign policy, transport, law and order and public services. Each policy has an effect on the happiness of various voter groups, as well as affecting factors such as crime and air quality. The player has to deal with ""situations"", which are typically problems such as petrol protests or homelessness, and also has to make decisions on dilemmas that arise each turn."
4668,Devastation,-,0.0,0,0,"Devastation is a first-person shooter video game, developed by Digitalo Studios and released in 2003.The game takes place in an impoverished, dystopian near-future Earth, pitting an underground group of rebels against an oppressive, all-powerful mega-corporation. It is an action-oriented first person shooter based on the Unreal Engine 2.0, that focuses heavily on team-based gameplay in both single-player and multi-player."
4669,Iron Storm,-,0.0,0,0,"Iron Storm is a first-person shooter computer game first developed by 4X Studios and Kylotonn and published by Wanadoo Edition and DreamCatcher Interactive in 2002. A remixed version of the game called World War Zero was later released for the PlayStation 2 and PC. Set in an alternate history in which World War I never ended, the game takes place in 1964, the 50th year of the war, and focuses on an Allied soldier's mission to stop the Russo-Mongolian Empire from developing nuclear weapons and his later efforts to end the war."
4670,The Ship,"
OS: Win Xp 32 
Processor: Intel Pentium 4 1.8GHz / AMD Athlon XP 1700+ 

Graphics: AMD Radeon X1050 XT or NVIDIA GeForce 9200 

System Memory: 500 MB RAM


Storage: 500 MB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","The game is set on a 1920s recreational cruise ship. Each player is assigned a quarry, and the object is to murder him or her with nobody watching, while at the same time watching out for, and defending yourself against, your own hunter.A mysterious man named Mr. X has handed out free tickets for his luxury cruise. Little did the passengers know they were falling into his devious trap. All the passengers are required to track down and murder another passenger. If a passenger chooses not to do so, Mr. X will kill him or her."
4671,Mobil 1 Rally Championship,-,10.0,1,0,"Mobil 1 Rally Championship (officially also called Mobil 1 British Rally Championship, unofficially nicknamed Rally Championship 2000) is a rally video game which is part of the Rally Championship series. The game was released for Windows and PlayStation in 31 December 1999. It is developed by Magnetic Fields and published by Actualize.It is a sequel to the 1997 game International Rally Championship.The game features 22 cars and 36 tracks from around the world. Although the official name of the game is Mobil 1 Rally Championship, it simply says ""Rally Championship"" on the front of the box and the game manual."
